0,2,1,0
1,4,0,0
2,4,0,0
3,4,1,1
4,4,1,0
5,4,0,0
6,3,0,1
7,3,1,0
8,4,0,0
9,3,0,0
10,3,0,1
11,3,1,1
12,3,0,1
13,3,0,0
14,4,0,0
15,4,0,1
16,2,1,0
17,4,0,0
18,1,0,0
19,4,0,1
20,3,0,0
21,2,0,0
22,1,0,0
23,4,0,0
24,4,0,0
25,5,0,0
26,2,0,0
27,1,0,0
28,4,0,0
29,5,0,0
30,3,0,1
31,5,1,0
32,2,0,0
33,5,1,1
34,4,0,0
35,2,0,0
36,2,0,0
37,3,1,0
38,3,0,0
39,5,1,0
40,5,0,1
41,3,1,0
42,4,0,0
43,5,0,0
44,5,0,1
45,3,0,0
46,4,0,1
47,3,1,0
48,4,1,1
49,2,0,0
50,4,0,0
51,4,0,1
52,4,1,1
53,4,0,0
54,5,1,1
55,4,0,0
56,2,0,0
57,3,0,0
58,4,0,0
59,2,0,0
60,2,1,0
61,2,0,0
62,3,0,0
63,5,1,0
64,2,1,1
65,1,0,0
66,3,0,0
67,3,0,0
68,1,0,0
69,5,0,0
70,2,0,0
71,3,0,0
72,1,0,0
73,2,0,0
74,2,0,0
75,4,0,0
76,3,0,0
77,3,0,0
78,4,1,1
79,4,0,0
80,3,0,1
81,2,0,0
82,5,0,1
83,2,0,0
84,4,0,0
85,3,1,1
86,3,0,0
87,2,0,0
88,5,1,1
89,3,0,1
90,3,0,0
91,3,1,1
92,1,0,0
93,3,0,0
94,5,1,1
95,5,0,0
96,2,0,0
97,4,0,0
98,3,1,0
99,4,0,0
100,4,1,1
101,4,0,0
102,5,0,0
103,3,1,1
104,4,0,0
105,4,1,1
106,4,0,1
107,4,0,0
108,4,0,0
109,4,0,1
110,3,0,1
111,4,0,0
112,4,0,0
113,3,0,1
114,2,0,0
115,2,1,1
116,4,0,0
117,2,0,0
118,2,1,0
119,2,0,0
120,5,0,0
121,4,0,0
122,3,1,1
123,3,0,0
124,3,0,0
125,1,0,0
126,4,1,1
127,4,1,1
128,2,0,0
129,2,0,0
130,4,0,0
131,5,0,0
132,2,0,1
133,5,0,1
134,3,0,0
135,3,0,0
136,3,0,0
137,3,0,1
138,4,0,0
139,1,0,0
140,3,0,0
141,4,0,0
142,4,0,1
143,3,1,1
144,5,0,1
145,5,1,1
146,3,0,1
147,4,0,0
