0,2,0,1
1,4,0,0
2,1,0,0
3,2,0,0
4,4,0,1
5,2,0,0
6,4,0,0
7,2,0,0
8,5,1,0
9,2,1,0
10,3,0,0
11,5,0,0
12,4,0,0
13,4,0,1
14,4,0,0
15,2,0,0
16,3,0,0
17,5,0,0
18,5,0,0
19,2,0,0
20,4,0,1
21,5,0,0
22,3,1,1
23,2,0,0
24,5,1,1
25,5,1,0
26,2,0,0
27,3,1,0
28,3,0,0
29,1,1,0
30,5,1,0
31,5,1,0
32,4,0,0
33,1,0,0
34,4,0,0
35,2,0,0
36,4,0,0
37,3,0,1
38,1,0,0
39,4,1,0
40,3,0,0
41,5,0,1
42,3,0,0
43,4,1,0
44,3,0,0
45,3,0,0
46,3,0,0
47,2,1,0
48,2,0,0
49,1,0,0
50,4,0,0
51,4,0,0
52,4,1,0
53,1,0,0
54,5,0,0
55,2,1,0
56,4,1,1
57,4,1,0
58,2,0,0
59,2,1,0
60,2,0,0
61,3,0,0
62,4,0,0
63,3,1,0
64,3,0,0
65,4,0,1
66,4,0,0
67,1,0,0
68,4,1,1
69,3,0,0
70,5,1,0
71,4,0,1
72,5,0,0
73,2,0,0
74,5,1,0
75,3,0,0
76,4,0,1
77,2,0,0
78,5,1,0
79,4,1,0
80,4,1,0
81,4,0,0
82,3,1,0
83,2,0,0
84,5,0,0
85,5,0,0
86,4,0,0
87,4,0,0
88,3,0,1
89,3,0,1
90,2,0,0
91,3,0,0
92,3,0,0
93,3,1,0
94,4,0,0
95,5,1,1
96,3,0,0
97,5,0,0
98,2,0,0
99,1,1,0
100,3,0,0
101,2,0,0
102,4,0,0
103,4,0,0
104,1,0,0
105,3,0,0
106,3,0,1
107,5,0,0
108,2,0,0
109,3,0,1
110,5,1,0
111,4,0,1
112,5,0,0
113,5,0,0
114,3,0,1
115,2,1,0
116,2,1,0
117,4,0,0
118,2,1,1
119,2,0,0
120,4,0,0
121,1,0,0
122,2,0,0
123,2,0,0
124,2,0,1
125,2,0,0
126,2,0,0
127,4,0,0
128,2,0,0
129,4,0,0
130,4,0,1
131,1,0,0
132,3,0,1
133,1,1,0
134,4,0,0
135,3,0,0
136,3,0,0
137,3,0,0
138,3,1,0
139,4,0,0
140,5,0,0
141,3,0,1
142,3,0,0
143,4,0,0
144,4,0,0
145,3,1,0
146,4,0,0
147,4,1,0
148,3,0,0
149,4,0,0
150,2,0,0
151,2,0,0
152,3,0,1
153,4,0,0
154,4,0,0
155,1,0,0
156,5,0,0
157,2,0,0
158,5,1,0
159,3,0,1
160,4,0,0
161,4,0,0
162,4,1,0
163,2,0,0
164,4,0,0
165,4,0,0
166,2,0,0
167,3,0,0
168,4,0,0
169,2,1,0
